userid;numCheckins;numOfAssignedVenues;proximityPrestige;partition;threshold;prestige;betweennessCentrality;closenessCentrality;degreeCentrality;influenceScore;
145904.0;15.0;1.0;0.21405450397681733;0.8421052631578947;0.6666666666666666;0.1111111111111111;0.016960148285449488;0.3896103896103896;0.21428571428571427;0.4884032639204674;
480910.0;8.0;1.0;0.021392524401064775;0.9473684210526315;0.6666666666666666;0.05555555555555555;0.04448563484708063;0.3676470588235294;0.10714285714285714;0.24177337065406512;
12029.0;18.0;1.0;0.020501169217687076;0.9473684210526315;0.5;0.05555555555555555;0.011121408711770158;0.3333333333333333;0.07142857142857142;0.2087835266366355;
2053214.0;7.0;1.0;0.6513269635530452;0.7368421052631579;0.5;0.05555555555555555;0.0;0.3538461538461538;0.07142857142857142;0.9458202079290292;
75620.0;25.0;1.0;0.7033596627090686;0.7368421052631579;0.5384615384615384;0.3333333333333333;0.5212895538196742;0.5111111111111111;0.4642857142857143;1.4350964648782836;
343111.0;9.0;1.0;0.6139250870569721;0.7368421052631579;0.75;0.05555555555555555;0.09252394192153231;0.3770491803278689;0.14285714285714285;0.9599007536685873;
173451.0;16.0;1.0;0.6513269635530452;0.7368421052631579;0.5;0.05555555555555555;0.0;0.3538461538461538;0.07142857142857142;0.9458202079290292;
10305.0;13.0;1.0;0.0;1.0;1.0;0.0;0.0;0.3692307692307692;0.10714285714285714;0.1847458791208791;
147974.0;10.0;1.0;0.021392524401064775;0.9473684210526315;0.8;0.05555555555555555;0.019462465245597776;0.4;0.17857142857142858;0.25756456714334813;
1362131.0;21.0;1.0;0.6333426371353047;0.0;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;1.3641059091912442;
1915424.0;14.0;1.0;0.0;1.0;1.0;0.0;0.0;0.27999999999999997;0.03571428571428571;0.13476785714285713;
305669.0;14.0;1.0;0.03936224489795919;0.3684210526315789;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;0.13064451421594278;
342357.0;25.0;1.0;0.6827796166168115;0.6842105263157895;0.3333333333333333;0.1111111111111111;0.0;1.0;0.10714285714285714;1.2930475085221462;
2048651.0;8.0;1.0;0.06506156181480857;0.8421052631578947;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;0.1267890607640144;
304876.0;37.0;1.0;0.6570453741197971;0.7368421052631579;0.3333333333333333;0.1111111111111111;0.004324992276799505;0.3538461538461538;0.10714285714285714;0.9802699017598087;
629675.0;17.0;1.0;0.0;1.0;1.0;0.0;0.0;0.33766233766233766;0.07142857142857142;0.16497564935064934;
207569.0;7.0;1.0;0.6917793479430437;0.0;0.0;0.16666666666666666;0.0;0.0;0.10714285714285714;1.550820600647992;
1790450.0;2.0;1.0;0.0;0.3157894736842105;1.0;0.0;0.0;0.6;0.07142857142857142;0.2780357142857143;
16898.0;32.0;1.0;0.2393650027578599;0.8421052631578947;0.5555555555555556;0.4444444444444444;0.4069950130191093;0.5660377358490566;0.6428571428571429;0.9201126762376594;
1790714.0;11.0;1.0;0.021392524401064775;0.9473684210526315;0.5;0.05555555555555555;0.0;0.2717391304347826;0.07142857142857142;0.18061272785651666;
832083.0;11.0;1.0;0.0447298237476809;0.8421052631578947;0.3333333333333333;0.1111111111111111;0.0018535681186283596;1.0;0.10714285714285714;0.5263389660465209;
1880111.0;12.0;1.0;0.0;0.9473684210526315;1.0;0.0;0.0;0.6666666666666666;0.03571428571428571;0.28985682110682115;
358716.0;25.0;1.0;0.020501169217687076;0.8421052631578947;0.6666666666666666;0.05555555555555555;0.0037071362372567192;1.0;0.10714285714285714;0.4806063461534709;
105865.0;36.0;1.0;0.7876020871143377;0.0;0.0;0.5;0.0;0.0;0.32142857142857145;1.9519898885143896;
2053089.0;4.0;1.0;0.6513269635530452;0.7368421052631579;0.5;0.05555555555555555;0.0;0.3538461538461538;0.07142857142857142;0.9458202079290292;
25604.0;8.0;1.0;0.0;0.9473684210526315;1.0;0.0;0.0;0.36904761904761907;0.03571428571428571;0.17080920205920208;
342110.0;26.0;1.0;0.6347537583735785;0.7368421052631579;0.5;0.1111111111111111;0.04324992276799505;0.396551724137931;0.14285714285714285;0.9913970885585931;
170292.0;5.0;1.0;0.0401655560183257;0.8421052631578947;0.5;0.05555555555555555;0.0;1.0;0.07142857142857142;0.4955924449468806;
