"count(user_id)";"latitude";"longitude";"label";"venue_id"
10.0;41.9759;-87.7109;"Breakfast Spot";706.0
2.0;41.9794;-87.6683;"Tanning Salon";716.0
5.0;41.9765;-87.6684;"Scandinavian Restaurant";756.0
3.0;41.8098;-87.608597;"restaurant";757.0
1.0;41.8919821;-87.6311396;"restaurant";759.0
419.0;41.8827020422091;-87.6226615905762;"restaurant";760.0
28.0;41.8804;-87.626;"Post Office";761.0
1026.0;40.7504756227248;-73.9935636520386;"restaurant";782.0
1728.0;34.0431120007228;-118.266845941544;"mall";783.0
93.0;40.7302670101874;-73.9931130409241;"shop";785.0
624.0;40.741967;-73.9894911;"Caffee caf_";788.0
52.0;34.0445299584455;-118.265005946159;"bowling";793.0
117.0;34.095583;-118.339821;"street";802.0
5.0;34.0973;-118.3686;"Hotel Bar";808.0
5.0;34.0973;-118.3686;"Tech Startup";808.0
120.0;34.0821;-118.3788;"Caf";811.0
186.0;40.764909;-73.970647;"road";812.0
159.0;40.769708;-73.992762;"shop";815.0
41.0;40.7442;-74.0066;"Racetrack";817.0
685.0;34.0721;-118.3575;"Mall";819.0
685.0;34.0721;-118.3575;"French Restaurant";819.0
685.0;34.0721;-118.3575;"Cupcake Shop";819.0
542.0;34.0972;-118.3281;"Multiplex";821.0
58.0;34.1008601344289;-118.325500488281;"hotel";822.0
15.0;34.0901;-118.3924;"Steakhouse";823.0
63.0;34.072604;-118.37188;"shop";827.0
53.0;40.7216;-74.0001;"Tech Startup";828.0
11.0;40.7334;-73.9973;"Bar";831.0
121.0;40.73169;-73.985846;"bar";833.0
78.0;40.7299;-74.0006;"Tea Room";834.0
78.0;40.7299;-74.0006;"Vietnamese Restaurant";834.0
94.0;40.7212;-73.9881;"restaurant";836.0
102.0;40.7214;-73.9974;"Middle Eastern Restaurant";837.0
102.0;40.7621460220893;-73.9659690856934;"shop";838.0
2.0;37.3249;-121.8623;"Zoo";859.0
19.0;38.8998;-76.9871;"Bakery";882.0
115.0;33.7858;-84.4118;"Furniture / Home Store";884.0
10.0;42.3444;-71.0983;"Pizza Place";902.0
3.0;30.2593;-97.7382;"Event Space";907.0
16.0;38.8974;-77.0252;"Clothing Store";912.0
18.0;40.7043;-74.0103;"Wine Bar";916.0
18.0;40.7043;-74.0103;"Scandinavian Restaurant";916.0
105.0;40.7111329;-73.9613959;"fastfood restaurant";924.0
51.0;40.7211;-73.9569;"Whisky Bar";927.0
73.0;36.125202;-115.169092;"restaurant";932.0
113.0;36.129278954092;-115.165214538574;"shop";939.0
3.0;47.621;-122.3382;"Seafood Restaurant";945.0
26.0;34.0448;-118.2495;"Bar";979.0
8.0;34.0822;-118.3753;"Gym";982.0
12.0;42.3436;-71.0723;"New American Restaurant";986.0
43.0;40.7621285;-73.9856848;"restaurant";998.0
7.0;34.144;-118.2564;"Sushi Restaurant";1014.0
178.0;40.7457508;-73.9879738;"road";1023.0
129.0;34.0303;-118.3846;"Gastropub";1026.0
72.0;34.029288;-118.498336;"shop";1027.0
61.0;34.1054130789942;-118.323681950569;"bar";1028.0
65.0;34.0145166481509;-118.497263789177;"restaurant";1029.0
84.0;34.10462910161;-118.291546404362;"shop";1031.0
114.0;34.0472657;-118.2565781;"road";1032.0
25.0;34.1456;-118.2548;"Burger Joint";1034.0
228.0;34.0980095;-118.3418211;"restaurant";1037.0
84.0;34.023107;-118.394787;"Mexican restaurant";1038.0
99.0;34.0456;-118.2361;"German Restaurant";1039.0
45.0;41.8909;-87.634;"Salon / Barbershop";1042.0
76.0;41.919;-87.6485;"Clothing Store";1044.0
64.0;41.9426858941415;-87.698096036911;"restaurant";1045.0
1.0;42.3782;-71.1066;"Indian Restaurant";1051.0
9.0;42.3722;-71.1205;"Paper / Office Supplies Store";1052.0
9.0;42.3722;-71.1205;"Indian Restaurant";1052.0
58.0;40.7592;-73.9851;"Hotel";1096.0
58.0;40.7592;-73.9851;"Seafood Restaurant";1096.0
2.0;34.0908;-118.3704;"Caf";1125.0
2.0;44.9486;-93.2107;"Gas Station / Garage";1130.0
1.0;41.871;-87.6275;"Sports Bar";1174.0
73.0;41.910098;-87.652182;"shop";1176.0
13.0;37.7627;-122.4322;"New American Restaurant";1190.0
5.0;33.7817;-84.4131;"American Restaurant";1195.0
7.0;45.5231;-122.632;"Steakhouse";1197.0
22.0;40.7677;-73.9808;"Seafood Restaurant";1198.0
230.0;41.909303;-87.677131;"Mexican restaurant";1206.0
3.0;45.495;-122.6075;"Burger Joint";1211.0
62.0;41.936;-87.6541;"Burger Joint";1213.0
57.0;33.7983;-84.4158;"Burger Joint";1214.0
53.0;34.1006;-118.2905;"Burger Joint";1216.0
36.0;33.5097768;-111.9957399;"mall";1217.0
2.0;38.9143;-77.0317;"Wine Shop";1231.0
26.0;42.3744;-71.1016;"Bar";1234.0
99.0;36.1289496621383;-115.16476392746;"restaurant";1243.0
28.0;40.7547;-73.9246;"Lounge";1245.0
112.0;40.7243;-73.9924;"Gastropub";1246.0
112.0;40.7243;-73.9924;"Miscellaneous Shop";1246.0
56.0;40.7402989231539;-74.0078973770142;"shop";1247.0
190.0;40.7165532;-73.9615518;"restaurant";1248.0
78.0;40.7317;-74.0032;"Pizza Place";1251.0
96.0;40.7047495455443;-73.934383392334;"road";1259.0
32.0;41.8904773;-87.6309234;"restaurant";1261.0
5.0;30.267;-97.7403;"Dive Bar";1267.0
110.0;41.8673876727218;-87.6321458816528;"shop";1283.0
3.0;51.5086;-0.1392;"Art Museum";1299.0
7.0;51.5179;-0.1269;"Tea Room";1301.0
2.0;51.509;-0.1401;"Shoe Store";1306.0
1.0;51.5125;-0.1461;"French Restaurant";1307.0
3.0;51.5104;-0.1267;"Theater";1314.0
6.0;51.5127;-0.1412;"French Restaurant";1316.0
2.0;51.5161;-0.2051;"Mediterranean Restaurant";1318.0
5.0;51.5119;-0.1227;"Caf";1323.0
5.0;51.5119;-0.1227;"Market";1323.0
17.0;51.501262959578;-0.142178535461426;"museum";1324.0
25.0;51.508;-0.128;"Event Space";1325.0
25.0;51.508;-0.128;"General Entertainment";1325.0
189.0;40.72238024689;-73.9977693557739;"office";1339.0
163.0;40.7447453245045;-74.0068888664246;"restaurant";1343.0
78.0;40.7406272;-74.0077314;"American bistro";1344.0
10.0;40.7853;-73.973;"Bar";1348.0
10.0;40.7853;-73.973;"Greek Restaurant";1348.0
52.0;40.768783;-73.983148;"other";1349.0
17.0;32.7972;-96.8017;"Pub";1446.0
29.0;32.8117;-96.7751;"Bar";1447.0
16.0;32.8213;-96.7856;"Gastropub";1449.0
57.0;43.046823;-87.911526;"restaurant";1470.0
1.0;37.776;-122.4261;"Sushi Restaurant";1488.0
1.0;37.776;-122.4261;"Spa / Massage";1488.0
24.0;25.7816432063889;-80.1322603225708;"shop";1589.0
113.0;25.816609;-80.122845;"road";1591.0
3.0;25.794;-80.1292;"Music Venue";1601.0
67.0;25.790564;-80.136551;"road";1629.0
57.0;25.7905165;-80.1363039;"shop";1630.0
1.0;25.7913;-80.1416;"Gym / Fitness Center";1632.0
6.0;25.7906;-80.1363;"Shoe Store";1662.0
2.0;25.7906;-80.1342;"Theater";1663.0
5.0;40.6404;-73.7894;"Airport Lounge";1717.0
3.0;27.9312;-82.4829;"Steakhouse";1718.0
9.0;44.8831812574955;-93.2109260559082;"shop";1727.0
1.0;44.9786;-93.261;"Gay Bar";1772.0
50.0;44.9491;-93.2883;"Bar";1817.0
39.0;33.7804;-84.3841;"Sports Bar";1918.0
6.0;40.7607;-73.9843;"Asian Restaurant";1954.0
6.0;40.7607;-73.9843;"Miscellaneous Shop";1954.0
66.0;40.759258;-73.989205;"other";1956.0
5.0;33.825097;-84.365988;"shop";2004.0
5.0;33.8162;-84.3328;"Pizza Place";2010.0
9.0;44.8646;-93.332;"Gym / Fitness Center";2014.0
75.0;40.764082;-73.988099;"Mexican restaurant";2031.0
4.0;40.7654;-73.9872;"American Restaurant";2059.0
26.0;40.7434;-74.0074;"Food";2061.0
3.0;38.9051;-77.0637;"Women's Store";2065.0
25.0;40.7443;-74.0028;"New American Restaurant";2080.0
1.0;40.8054;-73.9656;"Diner";2082.0
1.0;40.8054;-73.9656;"Liquor Store";2082.0
5.0;40.743;-74.0001;"restaurant";2084.0
34.0;44.8799427634605;-93.325617313385;"camping";2114.0
4.0;44.9394;-93.2391;"American Restaurant";2116.0
64.0;44.9729046440724;-93.2762432098389;"shop";2141.0
90.0;37.7874416;-122.4074538;"restaurant";2268.0
13270.0;33.6397759043237;-84.4362831115723;"hotel";2297.0
11.0;44.9818;-93.2774;"Baseball Stadium";2359.0
17.0;44.9486;-93.3002;"Grocery Store";2401.0
2.0;44.9423;-93.3115;"Lake";2402.0
51.0;44.9624615;-93.2915603;"road";2404.0
1.0;44.9514;-93.2979;"Coffee Shop";2407.0
22.0;45.5113;-122.6853;"Farmers Market";2419.0
1.0;43.0749;-89.384;"Farmers Market";2420.0
292.0;40.7365;-73.9905;"Farmers Market";2421.0
292.0;40.7365;-73.9905;"Food";2421.0
83.0;37.7953388901613;-122.3934674263;"port";2426.0
105.0;40.735611;-74.006651;"restaurant";2427.0
24.0;33.7394;-84.3441;"Sports Bar";2431.0
18.0;33.7651;-84.3488;"Sports Bar";2447.0
10.0;45.5216;-122.6723;"Sports Bar";2450.0
3.0;40.7316;-73.9884;"Bagel Shop";2456.0
3.0;40.7316;-73.9884;"Taxi";2456.0
7.0;29.6017;-98.5612;"Brewery";2457.0
8.0;34.141;-118.372;"Pub";2460.0
1.0;41.5955;-93.5526;"Fair";2500.0
8.0;44.8561;-93.4311;"Department Store";2515.0
102.0;44.9676;-93.3476;"Movie Theater";2539.0
84.0;44.9742;-93.2745;"shop";2540.0
2.0;44.9478;-93.0983;"Thai Restaurant";2576.0
10.0;44.9831;-93.271;"American Restaurant";2590.0
1.0;43.0836;-89.3642;"Caribbean Restaurant";2600.0
2.0;43.0834;-89.476;"Breakfast Spot";2602.0
7.0;37.5563;-77.4748;"Art Museum";2621.0
1.0;30.3168;-81.6581;"Park";2646.0
1.0;43.1527;-77.5875;"Science Museum";2668.0
2.0;43.2053;-77.6879;"Multiplex";2670.0
84.0;39.969406;-83.006206;"restaurant";2679.0
10.0;41.5085;-81.6954;"Museum";2694.0
10.0;41.5085;-81.6954;"General Entertainment";2694.0
34.0;37.508034;-77.332392;"airport";2713.0
28.0;45.0006;-93.2633;"Bar";2755.0
16.0;44.9783;-93.2756;"Bar";2760.0
1.0;40.7293;-73.9508;"Fast Food Restaurant";2786.0
131.0;44.8582;-93.2447;"Furniture / Home Store";2823.0
11.0;41.583;-93.6185;"Bar";2824.0
2.0;44.9455;-93.096;"Steakhouse";2878.0
195.0;28.4727915540402;-81.4730697870255;"park";2905.0
9.0;40.7225;-73.983;"Snack Place";2906.0
4.0;40.7226;-73.9829;"Chinese Restaurant";2908.0
11.0;41.8663;-87.6067;"Planetarium";2921.0
51.0;44.968001;-93.288281;"gallery";2924.0
6306.0;40.690596066925;-74.1780996322632;"airport";2964.0
424.0;30.2636265076534;-97.7395248413086;"museum";2966.0
2.0;25.7905;-80.138;"Art Gallery";2967.0
2.0;25.7905;-80.138;"Miscellaneous Shop";2967.0
219.0;25.8173;-80.1228;"Nightclub";2968.0
2.0;25.7907;-80.1328;"Hookah Bar";2970.0
2.0;25.7907;-80.1328;"Boutique";2970.0
6.0;40.7323;-73.9879;"Bar";3037.0
6.0;40.7323;-73.9879;"American Restaurant";3037.0
174.0;40.7215443;-73.9887381;"restaurant";3043.0
1.0;40.723;-73.9986;"Sporting Goods Shop";3044.0
1.0;40.723;-73.9986;"Building";3044.0
3.0;40.726;-73.996;"Tech Startup";3060.0
3.0;40.726;-73.996;"Clothing Store";3060.0
3.0;40.726;-73.996;"Office";3060.0
72.0;40.738051;-74.003791;"Hamburger restaurant";3065.0
121.0;40.740583;-74.006028;"hotel";3066.0
2.0;40.7238;-74.0008;"Candy Store";3070.0
2.0;40.7238;-74.0008;"Office";3070.0
73.0;40.7375868;-74.0018153;"restaurant";3071.0
25.0;40.7757;-73.9802;"Cupcake Shop";3072.0
65.0;40.7359;-74.005;"Dog Run";3075.0
166.0;40.7342;-73.9908;"Yoga Studio";3080.0
18.0;47.6516;-122.3542;"Pub";3090.0
1.0;35.8718;-78.7167;"Multiplex";3099.0
5752.0;35.2197843484314;-80.9451198577881;"theatre";3104.0
310.0;40.7412581354273;-73.98841381073;"park";3317.0
59.0;40.7584;-73.984;"Chinese Restaurant";3335.0
59.0;40.7584;-73.984;"Bar";3335.0
5.0;40.805;-73.9591;"Park";3403.0
5.0;40.7606;-73.9899;"Italian Restaurant";3406.0
4.0;30.2662;-97.7446;"Lounge";3451.0
10.0;40.7384;-73.9832;"American Restaurant";3456.0
1097.0;36.1221902063019;-115.170063972473;"restaurant";3570.0
3.0;40.6195;-74.2486;"Coffee Shop";3590.0
1.0;42.3337;-71.1188;"Coffee Shop";3676.0
64.0;37.767017;-122.421772;"coffee caf_";3712.0
60.0;40.762591;-73.980029;"office";3742.0
65.0;41.0689013989577;-73.7043249607086;"airport";3909.0
64.0;33.3199499684938;-111.874122619629;"restaurant";3965.0
4760.0;39.877;-75.2424;"Airport";4084.0
18.0;38.9537188747508;-77.4479269981384;"restaurant";4090.0
18.0;34.0529;-118.2558;"Hotel";4108.0
12.0;34.0453;-118.2665;"Hotel";4110.0
61.0;28.4721620252563;-81.4734506607056;"park";4129.0
42.0;47.6515;-122.1446;"Gym";4132.0
11.0;47.6115;-122.3347;"American Restaurant";4133.0
4.0;41.8224;-71.4168;"Brewery";4189.0
4.0;32.7873;-96.8007;"Art Museum";4199.0
60.0;30.1316548589457;-98.0134963989258;"music festival";4200.0
11.0;30.2779;-97.7717;"Breakfast Spot";4201.0
3738.0;30.2025773011835;-97.6671481132507;"restaurant";4202.0
1.0;30.2665;-97.7369;"Latin American Restaurant";4204.0
1.0;41.9518;-87.6493;"American Restaurant";4228.0
17.0;41.9469;-87.6567;"Sports Bar";4247.0
100.0;41.8933648111241;-87.6312875747681;"American restaurant";4258.0
36.0;33.5675;-111.919;"Resort";4300.0
286.0;34.0731907332814;-118.240313529968;"stadium";4304.0
37.0;33.5091823;-112.0447655;"restaurant";4359.0
3.0;33.5003863;-112.0736938;"restaurant";4360.0
26.0;33.501936;-112.082092;"restaurant";4361.0
11.0;42.3511;-71.0487;"Bakery";4416.0
12.0;33.5049;-111.9682;"Mediterranean Restaurant";4429.0
10069.0;33.4365268901854;-112.002182006836;"mall";4432.0
121.0;40.723047;-73.989937;"other";4540.0
1.0;3.5932;98.6633;"Chinese Restaurant";4559.0
1.0;3.5932;98.6633;"Restaurant";4559.0
1.0;3.5932;98.6633;"Sporting Goods Shop";4559.0
1.0;3.5932;98.6633;"Coffee Shop";4559.0
1.0;3.5932;98.6633;"Tattoo Parlor";4559.0
306.0;44.8746665165932;-93.227105140686;"airport";4689.0
55.0;44.8637171;-93.3057475;"office";4690.0
17.0;33.318199;-111.968047;"restaurant";4699.0
2071.0;33.679568370935;-117.861757278442;"airport";4700.0
1.0;44.9821;-93.1529;"Zoo";4711.0
17.0;44.978;-93.2553;"Theater";4724.0
4.0;43.0599;-87.8867;"Caf";4763.0
12.0;39.985079;-83.0375959;"restaurant";4791.0
1.0;39.9781;-83.0107;"Italian Restaurant";4794.0
6.0;41.8875;-87.6257;"Hotel";4795.0
4.0;39.9553;-75.2026;"Thai Restaurant";4808.0
1.0;45.0127;-93.1704;"BBQ Joint";4838.0
5.0;44.9574;-93.2777;"Coffee Shop";4860.0
1.0;39.5607;-104.9911;"Multiplex";4929.0
48.0;40.7529;-73.9778;"Mexican Restaurant";4933.0
48.0;40.7529;-73.9778;"Bookstore";4933.0
48.0;40.7529;-73.9778;"Gift Shop";4933.0
38.0;41.8618;-87.6167;"Football Stadium";4996.0
1.0;41.8935;-87.6227;"Office";5011.0
3.0;41.5617;-93.7937;"Grocery Store";5058.0
14499.0;37.6164;-122.3862;"Airport";5222.0
14499.0;37.6164;-122.3862;"Plane";5222.0
9.0;37.786;-122.4092;"Hotel";5224.0
10.0;41.5838;-93.6208;"German Restaurant";5232.0
1.0;41.8234;-87.8693;"Grocery Store";5306.0
330.0;40.8135493905094;-74.0745449066162;"mall";5324.0
164.0;40.7617884;-73.9790839;"road";5325.0
75.0;44.9745099107364;-93.2726275920868;"shop";5342.0
93.0;33.502179;-111.9180719;"mall";5446.0
67.0;33.4072920770901;-111.91727399826;"restaurant";5447.0
67.0;33.634635;-112.228314;"restaurant";5449.0
19.0;33.6528342;-112.2342918;"restaurant";5451.0
691.0;40.6454149791932;-73.7777423858643;"airport";5776.0
107.0;40.7333076362734;-73.9901304244995;"hotel";5833.0
391.0;40.7358440950424;-73.9904522895813;"restaurant";5834.0
1.0;45.5162;-122.6295;"Coffee Shop";5837.0
7.0;45.5117;-122.6266;"Breakfast Spot";5841.0
8.0;45.5046;-122.6321;"Asian Restaurant";5842.0
1.0;38.8623;-77.0595;"American Restaurant";5922.0
28.0;40.6901;-73.9819;"Dessert Shop";6005.0
15.0;40.7236;-73.9967;"Sandwich Place";6030.0
8.0;40.7754;-73.9564;"French Restaurant";6031.0
8.0;40.7754;-73.9564;"Grocery Store";6031.0
10.0;40.7258;-73.9947;"Sandwich Place";6032.0
10.0;40.7258;-73.9947;"Coworking Space";6032.0
6.0;42.3631955;-71.0561078;"restaurant";6033.0
2.0;40.7909;-73.947;"Coffee Shop";6080.0
9.0;40.7804;-73.9528;"Sushi Restaurant";6092.0
2.0;38.9014;-77.0266;"Office";6129.0
1.0;40.7287;-74.0007;"Tapas Restaurant";6209.0
14.0;37.7609;-122.4332;"Laundry Service";6285.0
1.0;37.7779;-122.424;"restaurant";6294.0
24.0;37.3879;-121.9821;"Burger Joint";6312.0
4.0;42.3664;-71.0908;"Brewery";6328.0
45.0;40.7363;-73.9971;"Caf";6333.0
2.0;40.712;-73.8592;"Fast Food Restaurant";6336.0
924.0;40.7507357096525;-73.9888000488281;"restaurant";6345.0
68.0;40.7229;-73.9941;"Men's Store";6346.0
230.0;33.4916229136801;-111.925999224186;"restaurant";6350.0
196.0;36.1174582409057;-115.188174247742;"restaurant";6352.0
9.0;40.7584;-73.9704;"Office";6367.0
2.0;40.7587;-73.9524;"American Restaurant";6368.0
2.0;40.7643;-73.9817;"Lounge";6373.0
113.0;40.7309849;-73.988401;"shop";6383.0
86.0;34.0163603;-118.4968414;"shop";6384.0
3.0;40.7603;-73.9717;"Building";6392.0
6.0;34.7515213250463;-112.117066383362;"restaurant";6395.0
47.0;33.4745;-112.0648;"Gastropub";6399.0
44.0;33.4708929;-112.06476;"restaurant";6458.0
30.0;33.4735412;-112.0736943;"restaurant";6459.0
20.0;38.9298;-77.0326;"American Restaurant";6468.0
86.0;39.90081474605;-75.1719760894775;"stadium";6487.0
1.0;42.3452;-71.1008;"Medical Center";6507.0
81.0;28.485466;-81.432003;"shop";6559.0
73.0;28.4152956371991;-81.5746879577637;"restaurant";6562.0
65.0;40.737688;-73.991121;"restaurant";6590.0
2.0;34.0981;-118.3507;"Mediterranean Restaurant";6673.0
8.0;40.6601;-73.9912;"Pizza Place";6696.0
18.0;37.794;-122.4023;"New American Restaurant";6705.0
12.0;37.7977;-122.4319;"Wine Bar";6707.0
4.0;37.7933;-122.4464;"Hiking Trail";6711.0
157.0;40.7336389;-73.9882395;"restaurant";6726.0
30.0;40.7302;-74.0048;"restaurant";6732.0
2.0;38.9168;-77.0311;"Tapas Restaurant";6763.0
2.0;38.9168;-77.0311;"French Restaurant";6763.0
17.0;38.9013;-77.022;"Dim Sum Restaurant";6769.0
12.0;38.9174;-77.0316;"Nightclub";6772.0
7.0;38.9045;-77.0436;"Sushi Restaurant";6773.0
6.0;38.9335;-77.073;"Sandwich Place";6805.0
20.0;44.9556;-93.2885;"Caf";6813.0
1.0;37.2801;-122.0312;"Drugstore / Pharmacy";6878.0
67.0;27.9644231151665;-82.5207138061523;"shop";6910.0
4.0;27.8385;-82.6862;"Brewery";6923.0
117.0;40.7623085480049;-73.9676856994629;"restaurant";6951.0
1.0;34.1604;-118.3442;"Mexican Restaurant";7028.0
2.0;38.9555;-77.0695;"Caf";7036.0
1.0;40.651;-73.8885;"Church";7178.0
6.0;40.7251;-73.9783;"Australian Restaurant";7201.0
6.0;40.7204;-73.9844;"Bar";7202.0
260.0;32.7695583;-117.1689497;"other";7222.0
46.0;40.7382;-73.9911;"Indian Restaurant";7277.0
18.0;40.7242;-74.0019;"Coffee Shop";7281.0
18.0;40.7242;-74.0019;"Women's Store";7281.0
32.0;40.7183;-73.9919;"Dumpling Restaurant";7282.0
8097.0;40.7743018636372;-73.8719201087952;"restaurant";7284.0
1.0;40.718;-74.007;"Salon / Barbershop";7321.0
728.0;40.7791847006125;-73.9635336399078;"restaurant";7324.0
67.0;40.7639;-73.9883;"restaurant";7479.0
5.0;47.6764;-122.2074;"Smoke Shop";7486.0
11.0;47.6121;-122.3171;"French Restaurant";7488.0
4988.0;42.2077950049541;-83.3562970161438;"hotel";7489.0
6183.0;47.4437046313619;-122.30263710022;"restaurant";7491.0
4.0;40.7625;-73.9772;"Boutique";7512.0
89.0;40.729;-73.9841;"Pizza Place";7515.0
71.0;41.9435;-87.6494;"Gay Bar";7528.0
73.0;32.921047;-97.025094;"airport";7543.0
56.0;40.7337141265572;-73.9880061149597;"road";7558.0
8.0;40.7326;-74.0027;"American Restaurant";7560.0
3.0;32.8335;-96.837;"Convenience Store";7584.0
1.0;32.8363;-96.8068;"Elementary School";7588.0
1.0;47.6756;-122.315;"Australian Restaurant";7612.0
14563.0;33.9438;-118.405;"Airport";7620.0
61.0;40.7279;-73.995;"Pub";7640.0
95.0;34.4237971409144;-118.594526052475;"other";7643.0
1.0;35.1791;-80.8919;"Hotel";7675.0
2.0;40.7725;-73.9558;"Vietnamese Restaurant";7694.0
10.0;40.7418;-74.005;"Asian Restaurant";7696.0
10.0;40.7418;-74.005;"Cosmetics Shop";7696.0
47.0;40.7246;-73.9984;"Seafood Restaurant";7703.0
47.0;40.7246;-73.9984;"Residential Building (Apartment / Condo)";7703.0
47.0;40.7246;-73.9984;"Speakeasy";7703.0
1.0;40.7419;-73.9827;"Salon / Barbershop";7704.0
19.0;40.7197;-73.9949;"Cocktail Bar";7705.0
62.0;40.737009;-73.990855;"other";7717.0
7.0;40.7313;-74.0002;"Vegetarian / Vegan Restaurant";7719.0
1.0;40.6997;-73.9502;"Subway";7855.0
1.0;40.7602;-73.9182;"Clothing Store";7924.0
1.0;40.7554;-73.9794;"Boutique";8012.0
1.0;37.7848;-122.418;"Cocktail Bar";8103.0
3.0;37.7602;-122.4206;"Gay Bar";8145.0
6.0;32.8115;-96.7744;"Coffee Shop";8187.0
88.0;30.2557495275049;-97.7636647224426;"other";8343.0
13.0;30.251;-97.7494;"Coffee Shop";8351.0
9.0;30.2367;-97.7909;"Wings Joint";8360.0
14.0;30.2635;-97.8155;"BBQ Joint";8363.0
11.0;30.2188;-97.8421;"Department Store";8385.0
1.0;30.1669;-97.7926;"Fast Food Restaurant";8387.0
2410.0;45.5890712408893;-122.593281269073;"restaurant";8449.0
62.0;42.3464446269021;-71.0972499847412;"stadium";8491.0
1.0;37.7869;-122.4401;"Sports Bar";8508.0
1.0;37.7869;-122.4401;"Spa / Massage";8508.0
1.0;38.9344;-77.0576;"Asian Restaurant";8542.0
4.0;33.7783;-84.3845;"Sandwich Place";8566.0
5.0;33.781;-84.3864;"Light Rail";8571.0
1395.0;41.4113529480353;-81.8382740020752;"airport";8595.0
11.0;37.7952;-122.2704;"New American Restaurant";8666.0
2.0;38.5943;-121.2885;"Mexican Restaurant";8714.0
121.0;34.0838;-118.3442;"Hot Dog Joint";8732.0
1.0;37.7928;-122.3922;"Moving Target";8795.0
274.0;30.27065;-97.753562;"restaurant";8822.0
77.0;40.7712;-73.9563;"bar";8837.0
5.0;40.7354;-74.0032;"Italian Restaurant";8838.0
4.0;37.8698;-122.3005;"Diner";8922.0
3.0;37.8436;-122.2516;"Chinese Restaurant";8935.0
2.0;37.8099;-122.2444;"Grocery Store";8973.0
