"user_id";"count(id)"
2521.0;6.0
2522.0;6.0
2523.0;2.0
2524.0;4.0
2531.0;2.0
2535.0;5.0
2551.0;3.0
2557.0;8.0
2563.0;2.0
2566.0;2.0
2570.0;2.0
2572.0;5.0
2580.0;3.0
2585.0;4.0
2591.0;3.0
2595.0;2.0
2597.0;2.0
2599.0;3.0
2600.0;2.0
2601.0;2.0
2614.0;2.0
2642.0;7.0
2648.0;5.0
2661.0;15.0
2682.0;6.0
2685.0;4.0
2687.0;2.0
2692.0;2.0
2694.0;12.0
2705.0;7.0
2707.0;4.0
2709.0;3.0
2711.0;7.0
2725.0;3.0
2729.0;4.0
2734.0;5.0
2750.0;3.0
2751.0;9.0
2757.0;5.0
2758.0;5.0
2760.0;2.0
2762.0;2.0
2767.0;5.0
2785.0;2.0
2802.0;4.0
2812.0;2.0
2815.0;2.0
2821.0;6.0
2831.0;2.0
2832.0;2.0
2836.0;2.0
2837.0;4.0
2847.0;3.0
2850.0;4.0
2852.0;4.0
2861.0;4.0
2863.0;6.0
2868.0;2.0
2874.0;2.0
2884.0;5.0
2889.0;2.0
2896.0;3.0
2912.0;5.0
2918.0;4.0
2919.0;2.0
2935.0;3.0
2946.0;6.0
2966.0;6.0
2971.0;8.0
2972.0;6.0
2975.0;3.0
2981.0;2.0
2995.0;2.0
3002.0;2.0
3003.0;2.0
3023.0;2.0
3025.0;3.0
3026.0;4.0
3076.0;2.0
3105.0;5.0
3111.0;4.0
3114.0;2.0
3117.0;3.0
3140.0;6.0
3143.0;3.0
3145.0;3.0
3148.0;2.0
3152.0;2.0
3168.0;4.0
3169.0;7.0
3176.0;6.0
3195.0;3.0
3205.0;5.0
3212.0;7.0
3222.0;5.0
3225.0;3.0
3229.0;8.0
3231.0;4.0
3234.0;2.0
3240.0;5.0
3244.0;8.0
3250.0;5.0
3260.0;2.0
3264.0;12.0
3266.0;11.0
3267.0;3.0
3271.0;6.0
3284.0;2.0
3286.0;3.0
3296.0;2.0
3301.0;3.0
3302.0;2.0
3309.0;9.0
3310.0;3.0
3311.0;3.0
3341.0;5.0
3347.0;3.0
3351.0;2.0
3352.0;2.0
3356.0;2.0
3359.0;6.0
3366.0;2.0
3370.0;2.0
3371.0;6.0
3386.0;2.0
3390.0;3.0
3392.0;4.0
3398.0;4.0
3405.0;6.0
3416.0;9.0
3422.0;7.0
3439.0;3.0
3440.0;3.0
3442.0;2.0
3451.0;2.0
3452.0;3.0
3459.0;4.0
3462.0;2.0
3463.0;3.0
3473.0;5.0
3480.0;3.0
3494.0;2.0
3502.0;4.0
3510.0;8.0
3523.0;2.0
3534.0;5.0
3543.0;2.0
3545.0;2.0
3547.0;2.0
3558.0;2.0
3561.0;2.0
3567.0;2.0
3570.0;2.0
3577.0;4.0
3589.0;4.0
3594.0;5.0
3595.0;2.0
3614.0;6.0
3616.0;3.0
3662.0;5.0
3674.0;3.0
3675.0;3.0
3676.0;4.0
3678.0;3.0
3683.0;4.0
3685.0;2.0
3687.0;2.0
3694.0;3.0
3711.0;3.0
3719.0;3.0
3727.0;2.0
3729.0;8.0
3734.0;2.0
3736.0;2.0
3744.0;4.0
3747.0;6.0
3748.0;2.0
3750.0;9.0
3758.0;3.0
3769.0;8.0
3771.0;7.0
3776.0;3.0
3777.0;2.0
3779.0;10.0
3781.0;3.0
3787.0;10.0
3794.0;7.0
3795.0;4.0
3815.0;15.0
3821.0;2.0
3828.0;2.0
3837.0;6.0
3838.0;8.0
3901.0;9.0
3902.0;4.0
3905.0;2.0
3906.0;8.0
3907.0;7.0
3914.0;5.0
3918.0;2.0
3927.0;15.0
3934.0;2.0
3946.0;10.0
3952.0;2.0
3971.0;3.0
3982.0;2.0
4010.0;5.0
4025.0;6.0
4030.0;3.0
4038.0;2.0
4063.0;3.0
4069.0;8.0
4093.0;2.0
4096.0;2.0
4102.0;3.0
4103.0;4.0
4105.0;5.0
4108.0;2.0
4109.0;9.0
4110.0;10.0
4114.0;5.0
4121.0;15.0
4127.0;2.0
4130.0;2.0
4132.0;19.0
4134.0;4.0
4140.0;3.0
4146.0;2.0
4152.0;4.0
4156.0;12.0
4183.0;6.0
4198.0;3.0
4203.0;2.0
4206.0;2.0
4208.0;4.0
4216.0;3.0
4220.0;19.0
4221.0;9.0
4249.0;5.0
4253.0;3.0
4258.0;4.0
4259.0;2.0
4269.0;5.0
4271.0;3.0
4276.0;3.0
4279.0;5.0
4291.0;3.0
4294.0;4.0
4310.0;5.0
4332.0;4.0
4338.0;6.0
4343.0;2.0
4344.0;2.0
4348.0;4.0
4353.0;5.0
4361.0;3.0
4362.0;2.0
4365.0;2.0
4366.0;2.0
4368.0;4.0
4375.0;2.0
4376.0;2.0
4379.0;28.0
4389.0;4.0
4394.0;4.0
4399.0;3.0
4403.0;2.0
4438.0;2.0
4439.0;2.0
4440.0;6.0
4455.0;4.0
4477.0;3.0
4481.0;2.0
4497.0;3.0
4505.0;3.0
4521.0;2.0
4529.0;3.0
4532.0;4.0
4561.0;4.0
4579.0;5.0
4605.0;6.0
4611.0;6.0
4621.0;14.0
4639.0;3.0
4649.0;5.0
4653.0;3.0
4662.0;2.0
4696.0;3.0
4700.0;3.0
4708.0;6.0
4725.0;7.0
4726.0;2.0
4741.0;3.0
4747.0;2.0
4748.0;2.0
4762.0;2.0
4767.0;6.0
4769.0;2.0
4777.0;3.0
4799.0;2.0
4803.0;5.0
4811.0;6.0
4822.0;4.0
4835.0;2.0
4837.0;5.0
4849.0;3.0
4861.0;2.0
4865.0;2.0
4870.0;17.0
4877.0;7.0
4879.0;2.0
4892.0;2.0
4893.0;2.0
4897.0;4.0
4900.0;3.0
4901.0;4.0
4903.0;3.0
4906.0;5.0
4911.0;2.0
4921.0;4.0
4922.0;14.0
4924.0;3.0
4929.0;2.0
4938.0;3.0
4939.0;6.0
4944.0;7.0
4945.0;5.0
4953.0;2.0
4954.0;4.0
4960.0;8.0
4965.0;5.0
4972.0;4.0
4981.0;7.0
4983.0;2.0
4988.0;2.0
4989.0;7.0
5008.0;11.0
5025.0;2.0
5047.0;9.0
5049.0;3.0
5072.0;4.0
5075.0;3.0
5076.0;2.0
5097.0;3.0
5108.0;8.0
5109.0;3.0
5123.0;5.0
5125.0;10.0
5135.0;4.0
5140.0;2.0
5162.0;8.0
5174.0;2.0
5194.0;3.0
5197.0;3.0
5198.0;5.0
5205.0;4.0
5207.0;2.0
5216.0;3.0
5223.0;3.0
5226.0;8.0
5239.0;3.0
5257.0;9.0
5264.0;4.0
5266.0;6.0
5272.0;3.0
5276.0;5.0
5283.0;4.0
5284.0;3.0
5289.0;4.0
5297.0;2.0
5320.0;2.0
5340.0;2.0
5357.0;5.0
5361.0;14.0
5364.0;3.0
5369.0;13.0
5377.0;2.0
5378.0;4.0
5381.0;2.0
5383.0;7.0
5385.0;5.0
5386.0;3.0
5387.0;2.0
5391.0;2.0
5397.0;22.0
5399.0;2.0
5402.0;3.0
5411.0;2.0
5412.0;20.0
5422.0;6.0
5433.0;6.0
5439.0;2.0
5442.0;2.0
5445.0;2.0
5462.0;3.0
5468.0;2.0
5475.0;7.0
5484.0;4.0
5490.0;2.0
5491.0;3.0
5499.0;2.0
5502.0;2.0
5504.0;3.0
5511.0;2.0
5512.0;2.0
5515.0;2.0
5518.0;4.0
5521.0;4.0
5534.0;16.0
5545.0;5.0
5561.0;4.0
5563.0;3.0
5572.0;11.0
5589.0;2.0
5635.0;5.0
5636.0;5.0
5637.0;4.0
5658.0;4.0
5660.0;2.0
5661.0;4.0
5662.0;3.0
5666.0;2.0
5667.0;2.0
5672.0;6.0
5681.0;5.0
5693.0;3.0
5697.0;3.0
5707.0;4.0
5710.0;2.0
5722.0;4.0
5726.0;14.0
5727.0;7.0
5737.0;2.0
5739.0;2.0
5741.0;3.0
5746.0;2.0
5747.0;6.0
5762.0;8.0
5767.0;2.0
5821.0;2.0
5843.0;3.0
5860.0;7.0
5893.0;2.0
5897.0;2.0
5901.0;4.0
5906.0;7.0
5914.0;3.0
5915.0;5.0
5918.0;5.0
5919.0;5.0
5926.0;7.0
5952.0;26.0
5992.0;3.0
6053.0;2.0
6057.0;2.0
6066.0;4.0
6071.0;3.0
6083.0;2.0
6090.0;2.0
6096.0;5.0
6098.0;2.0
6099.0;5.0
6106.0;3.0
6107.0;2.0
6123.0;2.0
6135.0;14.0
6152.0;3.0
6159.0;2.0
6164.0;2.0
6165.0;9.0
6171.0;11.0
6173.0;3.0
6181.0;2.0
6182.0;3.0
6184.0;5.0
6185.0;3.0
6195.0;2.0
6198.0;2.0
6212.0;6.0
6231.0;2.0
6236.0;2.0
6241.0;4.0
6247.0;3.0
6250.0;19.0
6253.0;2.0
6254.0;2.0
6268.0;2.0
6297.0;3.0
6309.0;5.0
6314.0;2.0
6317.0;3.0
6319.0;5.0
6325.0;2.0
6329.0;2.0
6332.0;4.0
6335.0;2.0
6336.0;2.0
6337.0;6.0
6338.0;2.0
6340.0;3.0
6343.0;3.0
6345.0;4.0
6346.0;4.0
6348.0;3.0
6349.0;2.0
6360.0;6.0
6362.0;3.0
6364.0;4.0
6366.0;8.0
6372.0;2.0
6379.0;2.0
6381.0;3.0
6382.0;5.0
6384.0;8.0
6398.0;2.0
6400.0;2.0
6401.0;3.0
6402.0;2.0
6404.0;9.0
6407.0;2.0
6408.0;4.0
6412.0;13.0
6418.0;3.0
6421.0;2.0
6425.0;5.0
6431.0;3.0
6432.0;2.0
6435.0;3.0
6436.0;3.0
6439.0;2.0
6442.0;2.0
6445.0;2.0
6455.0;5.0
6461.0;5.0
6465.0;2.0
6467.0;2.0
6472.0;9.0
6473.0;3.0
6481.0;6.0
6485.0;3.0
6504.0;10.0
6528.0;3.0
6536.0;3.0
6537.0;4.0
6543.0;10.0
6556.0;19.0
6559.0;4.0
6560.0;10.0
6562.0;2.0
6566.0;3.0
6567.0;3.0
6574.0;2.0
6587.0;2.0
6591.0;6.0
6593.0;4.0
6605.0;4.0
6606.0;2.0
6611.0;2.0
6627.0;6.0
6637.0;3.0
6639.0;4.0
6643.0;8.0
6647.0;2.0
6649.0;3.0
6655.0;6.0
6658.0;6.0
6688.0;4.0
6704.0;7.0
6709.0;7.0
6718.0;2.0
6722.0;2.0
6726.0;2.0
6731.0;3.0
6732.0;4.0
6736.0;4.0
6742.0;2.0
6745.0;3.0
6748.0;2.0
6756.0;6.0
6759.0;3.0
6770.0;3.0
6772.0;3.0
6774.0;3.0
6777.0;2.0
6785.0;2.0
6786.0;2.0
6795.0;5.0
6810.0;2.0
6811.0;2.0
6819.0;5.0
6831.0;4.0
6834.0;2.0
6835.0;2.0
6836.0;2.0
6841.0;2.0
6842.0;6.0
6843.0;4.0
6855.0;3.0
6860.0;5.0
6864.0;3.0
6865.0;9.0
6868.0;3.0
6958.0;3.0
6962.0;2.0
6975.0;3.0
6982.0;9.0
6983.0;4.0
6993.0;2.0
6996.0;5.0
6997.0;5.0
7024.0;4.0
7028.0;10.0
7029.0;4.0
7032.0;6.0
7047.0;2.0
7048.0;7.0
7050.0;2.0
7061.0;6.0
7067.0;4.0
7072.0;5.0
7073.0;2.0
7075.0;2.0
7076.0;3.0
7078.0;7.0
7080.0;3.0
7083.0;4.0
7087.0;3.0
7088.0;4.0
7089.0;4.0
7095.0;2.0
7110.0;5.0
7115.0;6.0
7118.0;12.0
7120.0;2.0
7121.0;5.0
7127.0;2.0
7128.0;4.0
7137.0;4.0
7143.0;2.0
7147.0;15.0
7148.0;5.0
7154.0;3.0
7162.0;5.0
7166.0;7.0
7179.0;9.0
7180.0;8.0
7184.0;5.0
7187.0;5.0
7190.0;2.0
7191.0;2.0
7194.0;5.0
7195.0;4.0
7202.0;6.0
7205.0;2.0
7207.0;4.0
7208.0;3.0
7213.0;4.0
7214.0;7.0
7216.0;8.0
7217.0;10.0
7218.0;5.0
7226.0;2.0
7231.0;2.0
7255.0;2.0
7256.0;2.0
7259.0;4.0
7261.0;4.0
7263.0;3.0
7271.0;2.0
7277.0;3.0
7293.0;5.0
7295.0;4.0
7319.0;4.0
7327.0;14.0
7329.0;3.0
7330.0;3.0
7332.0;2.0
7338.0;3.0
7345.0;2.0
7346.0;3.0
7351.0;6.0
7360.0;3.0
7364.0;2.0
7376.0;3.0
7387.0;2.0
7391.0;6.0
7393.0;4.0
7394.0;3.0
7397.0;5.0
7400.0;4.0
7406.0;3.0
7414.0;5.0
7452.0;3.0
7461.0;2.0
7471.0;4.0
7480.0;7.0
7489.0;2.0
7500.0;3.0
7505.0;3.0
7509.0;8.0
7519.0;22.0
7527.0;3.0
7535.0;4.0
7536.0;4.0
7545.0;3.0
7546.0;9.0
7552.0;5.0
7554.0;2.0
7569.0;23.0
7576.0;6.0
7585.0;3.0
7588.0;4.0
7590.0;15.0
7594.0;2.0
7600.0;3.0
7602.0;2.0
7604.0;6.0
7607.0;2.0
7613.0;3.0
7617.0;2.0
7618.0;2.0
7625.0;2.0
7633.0;5.0
7635.0;4.0
7637.0;4.0
7649.0;4.0
7657.0;11.0
7676.0;2.0
7693.0;2.0
7699.0;6.0
7704.0;5.0
7724.0;2.0
7728.0;4.0
7748.0;2.0
7753.0;4.0
7754.0;3.0
7835.0;2.0
7843.0;4.0
7844.0;3.0
7845.0;2.0
7879.0;8.0
7933.0;3.0
7935.0;3.0
7942.0;4.0
7946.0;3.0
7950.0;2.0
7952.0;4.0
7955.0;2.0
7957.0;2.0
7968.0;2.0
7981.0;2.0
7984.0;2.0
7985.0;4.0
7993.0;4.0
7994.0;2.0
8004.0;5.0
8008.0;6.0
8029.0;4.0
8030.0;2.0
8046.0;2.0
8052.0;2.0
8062.0;4.0
8067.0;2.0
8069.0;8.0
8073.0;4.0
8081.0;3.0
8082.0;4.0
8089.0;5.0
8092.0;4.0
8093.0;5.0
8094.0;3.0
8099.0;9.0
8104.0;11.0
8107.0;2.0
8112.0;2.0
8122.0;2.0
8183.0;3.0
8191.0;7.0
8193.0;2.0
8200.0;2.0
8214.0;2.0
8219.0;2.0
8223.0;6.0
8233.0;2.0
8240.0;2.0
8245.0;2.0
8309.0;5.0
8314.0;2.0
8321.0;4.0
8322.0;2.0
8323.0;3.0
8328.0;2.0
8338.0;5.0
8342.0;6.0
8358.0;7.0
8393.0;2.0
8394.0;2.0
8397.0;2.0
8400.0;9.0
8413.0;2.0
8420.0;3.0
8433.0;2.0
8447.0;10.0
8448.0;2.0
8467.0;13.0
8471.0;3.0
8485.0;17.0
8493.0;8.0
8502.0;2.0
8520.0;2.0
8529.0;6.0
8532.0;11.0
8538.0;2.0
8541.0;3.0
8543.0;4.0
8547.0;3.0
8548.0;5.0
8549.0;4.0
8551.0;3.0
8569.0;3.0
8571.0;2.0
8573.0;12.0
8575.0;2.0
8579.0;7.0
8593.0;9.0
8597.0;2.0
8600.0;10.0
8605.0;5.0
8607.0;5.0
8609.0;3.0
8622.0;45.0
8631.0;4.0
8637.0;3.0
8640.0;3.0
8641.0;2.0
8645.0;2.0
8647.0;11.0
8652.0;5.0
8656.0;4.0
8677.0;2.0
8683.0;2.0
8688.0;4.0
8693.0;2.0
8702.0;4.0
8705.0;6.0
8707.0;5.0
8710.0;2.0
8718.0;2.0
8726.0;2.0
8727.0;2.0
8728.0;6.0
8747.0;24.0
8753.0;3.0
8758.0;2.0
8765.0;3.0
8772.0;2.0
8773.0;3.0
8776.0;5.0
8777.0;3.0
8784.0;2.0
8785.0;2.0
8790.0;4.0
8794.0;2.0
8804.0;3.0
8809.0;6.0
8810.0;10.0
8811.0;2.0
8818.0;2.0
8819.0;2.0
8823.0;10.0
8827.0;2.0
8832.0;3.0
8843.0;6.0
8853.0;4.0
8857.0;10.0
8865.0;3.0
8871.0;2.0
8873.0;4.0
8874.0;2.0
8876.0;8.0
8878.0;4.0
8880.0;7.0
8883.0;3.0
8887.0;6.0
8889.0;2.0
8890.0;8.0
8891.0;3.0
8892.0;2.0
8917.0;4.0
8923.0;3.0
8928.0;2.0
8931.0;7.0
8933.0;3.0
8937.0;3.0
8940.0;4.0
8944.0;5.0
8946.0;2.0
8955.0;3.0
8958.0;3.0
8964.0;12.0
8965.0;5.0
8968.0;2.0
8969.0;3.0
8979.0;2.0
8985.0;4.0
8988.0;4.0
9013.0;13.0
9018.0;5.0
9055.0;2.0
9056.0;6.0
9060.0;3.0
9063.0;10.0
9069.0;2.0
9070.0;5.0
9071.0;4.0
9075.0;3.0
9076.0;6.0
9079.0;3.0
9082.0;8.0
9091.0;3.0
9092.0;3.0
9094.0;5.0
9100.0;3.0
9101.0;2.0
9105.0;3.0
9106.0;3.0
9108.0;4.0
9111.0;3.0
9112.0;2.0
9117.0;2.0
9119.0;2.0
9120.0;2.0
9136.0;2.0
9140.0;4.0
9163.0;2.0
9164.0;6.0
9168.0;4.0
9171.0;6.0
9175.0;4.0
9185.0;5.0
9217.0;5.0
9231.0;3.0
9237.0;4.0
9239.0;3.0
9240.0;2.0
9244.0;4.0
9250.0;4.0
9252.0;2.0
9255.0;9.0
9256.0;5.0
9269.0;2.0
9275.0;2.0
9279.0;2.0
9283.0;2.0
9291.0;3.0
9292.0;3.0
9298.0;3.0
9308.0;12.0
9309.0;4.0
9312.0;2.0
9317.0;13.0
9319.0;5.0
9328.0;3.0
9332.0;8.0
9340.0;3.0
9344.0;9.0
9346.0;2.0
9350.0;3.0
9353.0;17.0
9367.0;2.0
9370.0;2.0
9373.0;4.0
9378.0;2.0
9380.0;3.0
9383.0;4.0
9384.0;4.0
9386.0;4.0
9388.0;3.0
9389.0;5.0
9393.0;8.0
9400.0;2.0
9403.0;7.0
9405.0;7.0
9416.0;7.0
9426.0;7.0
9430.0;4.0
9433.0;6.0
9434.0;5.0
9436.0;2.0
9437.0;4.0
9440.0;7.0
9442.0;4.0
9443.0;2.0
9445.0;8.0
9447.0;2.0
9452.0;6.0
9455.0;2.0
9458.0;2.0
9461.0;8.0
9465.0;4.0
9467.0;2.0
9489.0;2.0
9491.0;3.0
9498.0;8.0
9502.0;2.0
9504.0;2.0
9505.0;4.0
9507.0;4.0
9521.0;3.0
9523.0;3.0
9527.0;7.0
9529.0;5.0
9539.0;3.0
9545.0;6.0
9546.0;2.0
9550.0;6.0
9551.0;3.0
9556.0;7.0
9557.0;2.0
9558.0;2.0
9560.0;10.0
9565.0;3.0
9567.0;6.0
9568.0;3.0
9573.0;4.0
9578.0;2.0
9579.0;2.0
9586.0;3.0
9591.0;13.0
9594.0;5.0
9596.0;6.0
9598.0;2.0
9606.0;2.0
9622.0;6.0
9639.0;2.0
9640.0;12.0
9669.0;7.0
9675.0;3.0
9687.0;3.0
9695.0;2.0
9696.0;3.0
9703.0;4.0
9707.0;3.0
9712.0;5.0
9716.0;8.0
9725.0;4.0
9726.0;4.0
9729.0;4.0
9730.0;2.0
9735.0;4.0
9738.0;2.0
9740.0;2.0
9757.0;2.0
9790.0;2.0
9791.0;2.0
9793.0;7.0
9802.0;2.0
9813.0;3.0
9814.0;7.0
9818.0;5.0
9825.0;9.0
9826.0;6.0
9839.0;3.0
9854.0;4.0
9856.0;6.0
9865.0;3.0
9866.0;3.0
9873.0;9.0
9877.0;2.0
9884.0;2.0
9885.0;2.0
9889.0;3.0
9900.0;2.0
9908.0;3.0
9923.0;2.0
9924.0;4.0
9926.0;5.0
9957.0;2.0
9958.0;6.0
9960.0;5.0
9972.0;3.0
9973.0;2.0
9980.0;2.0
9984.0;2.0
9991.0;2.0
9997.0;3.0
10011.0;8.0
10018.0;2.0
10019.0;4.0
10025.0;2.0
10027.0;2.0
10035.0;41.0
10036.0;4.0
10042.0;2.0
10044.0;3.0
10046.0;2.0
10061.0;7.0
10063.0;3.0
10065.0;5.0
10068.0;4.0
10072.0;3.0
10079.0;2.0
10081.0;4.0
10083.0;2.0
10085.0;2.0
10091.0;5.0
10092.0;3.0
10094.0;3.0
10097.0;4.0
10101.0;5.0
10107.0;10.0
10119.0;7.0
10123.0;4.0
10137.0;3.0
10139.0;3.0
10145.0;4.0
10152.0;2.0
10158.0;3.0
10163.0;9.0
10196.0;3.0
10199.0;11.0
10201.0;3.0
10209.0;3.0
10211.0;2.0
10213.0;2.0
10216.0;6.0
10217.0;5.0
10223.0;3.0
10227.0;2.0
10230.0;2.0
10234.0;11.0
10236.0;2.0
10237.0;3.0
10243.0;9.0
10250.0;3.0
10260.0;4.0
10272.0;8.0
10273.0;2.0
10282.0;2.0
10295.0;5.0
10305.0;13.0
10318.0;3.0
