first_user_id;second_user_id
101;3711
101;68756
101;68774
101;138300
101;23310
101;138310
101;138311
101;138318
101;138321
101;138322
101;138327
101;138333
101;68794
101;35492
101;138344
101;68803
101;56593
101;138354
101;68808
101;68811
101;68814
101;138362
101;41424
101;23400
101;68825
101;138385
101;138387
101;84566
101;138389
101;138392
101;138397
101;23433
101;138401
101;138413
101;138417
101;68848
101;23487
101;138431
101;138455
101;138460
101;138482
101;138503
101;103437
101;138529
101;68897
101;41479
101;138549
101;138581
101;68945
101;138596
101;68953
101;138603
101;138606
101;138614
101;68962
101;68971
101;41617
101;2028
101;138664
101;85049
101;57138
101;69008
101;69009
101;69010
101;23991
101;69016
101;85070
101;3769
101;138697
101;24033
101;35523
101;138704
101;138711
101;138713
101;85099
101;24059
101;138729
101;69045
101;138741
101;138750
101;138759
101;138765
101;24171
101;103910
101;35531
101;24214
101;41682
101;138791
101;35535
101;69092
101;138806
101;103939
101;24269
101;117943
101;24315
101;138856
101;41703
101;3795
101;138868
101;138872
101;35542
101;138881
101;138886
101;85363
101;69164
101;69167
101;138902
101;24455
101;69169
101;24462
101;138931
101;138935
101;24508
101;41783
101;69184
101;138946
101;88126
101;3815
101;138966
101;138969
101;41799
101;24580
101;458
101;85495
101;69233
101;139031
101;85507
101;139034
101;139038
101;24684
101;5140
101;139055
101;69249
101;139088
101;139097
101;24879
101;139147
101;139149
101;57586
101;139156
101;127163
101;118271
101;139173
101;25021
101;139192
101;139213
101;139239
101;139255
101;139276
101;139287
101;69425
101;25302
101;25309
101;139304
101;139312
101;139313
101;139318
101;104653
101;139358
101;139359
101;25453
101;25473
101;25483
101;25505
101;86052
101;25518
101;139434
101;139441
101;139468
101;69523
101;139480
101;25573
101;139497
101;25608
101;3905
101;69556
101;139541
101;58202
101;25668
101;139558
101;25693
101;139568
101;69580
101;139586
101;104931
101;104933
101;139624
101;3927
101;25845
101;69615
101;139656
101;26030
101;105049
101;139688
101;58505
101;33523
101;26064
101;139724
101;26098
101;26165
101;26190
101;69731
101;69743
101;139799
101;139816
101;139820
101;26310
101;26311
101;35617
101;139830
101;139837
101;139841
101;139848
101;139849
101;86598
101;69799
101;69800
101;139901
101;139902
101;139909
101;139911
101;139914
101;139915
101;139952
101;26503
101;26506
101;69863
101;26521
101;140008
101;26584
101;42448
101;140037
101;69909
101;69917
101;69920
101;140049
101;140068
101;140073
101;58807
101;69970
101;140105
101;140141
101;140153
101;58906
101;140212
101;70050
101;27050
101;140280
101;140288
101;140298
101;140305
101;87045
101;140316
101;27247
101;140328
101;140349
101;70128
101;70137
101;140370
101;140371
101;140372
101;140379
101;140398
101;4093
101;27487
101;59355
101;140429
101;4108
101;140458
101;4110
101;140465
101;140479
101;70229
101;140502
101;87306
101;140525
101;87334
101;140551
101;27829
101;140575
101;70301
101;27840
101;140581
101;27954
101;140636
101;140641
101;140646
101;28111
101;70342
101;87480
101;140674
101;140676
101;484
101;70359
101;106251
101;140702
101;140712
101;140713
101;28251
101;140747
101;140754
101;140755
101;140763
101;70410
101;485
101;140768
101;87589
101;5198
101;140818
101;70496
101;140859
101;140860
101;87671
101;42943
101;140875
101;120158
101;140908
101;70524
101;59836
101;140937
101;140940
101;140952
101;140980
101;140981
101;70567
101;140998
101;141006
101;28734
101;141009
101;141016
101;141021
101;141026
101;28765
101;141035
101;141036
101;59923
101;141063
101;141067
101;28815
101;141079
101;141100
101;141101
101;141104
101;141110
101;141114
101;141119
101;141125
101;141127
101;141128
101;141129
101;141133
101;141138
101;141168
101;70633
101;141183
101;141186
101;141193
101;141203
101;70650
101;29062
101;5216
101;141228
101;29081
101;29085
101;70660
101;29125
101;29130
101;88734
101;70714
101;70717
101;141308
101;141313
101;88400
101;70728
101;141326
101;141332
101;141335
101;5223
101;141344
101;141345
101;29356
101;60408
101;43243
101;141363
101;141364
101;141385
101;70780
101;141397
101;106991
101;141406
101;141419
101;141436
101;89032
101;141443
101;70814
101;70815
101;141460
101;70817
101;141467
101;1893
101;141488
101;141497
101;29554
101;70837
101;141509
101;141511
101;141513
101;141530
101;70846
101;141539
101;60464
101;89124
101;89133
101;141565
101;141583
101;70871
101;60505
101;141591
101;29699
101;141602
101;4294
101;141614
101;141619
101;141628
101;1604
101;141631
101;496
101;70914
101;120708
101;70933
101;141704
101;141710
101;141712
101;43391
101;60762
101;141790
101;141805
101;4332
101;141850
101;30178
101;141872
101;121011
101;141882
101;30219
101;4348
101;141905
101;121043
101;141931
101;30331
101;141940
101;141947
101;141961
101;141968
101;30405
101;141981
101;30413
101;141983
101;30418
101;4365
101;71152
101;121147
101;107709
101;61211
101;142019
101;142026
101;71195
101;142041
101;142051
101;30539
101;4375
101;142059
101;71219
101;142074
101;89834
101;71234
101;71236
101;107769
101;142099
101;142106
101;89861
101;142109
101;142114
101;142116
101;1296
101;142129
101;142152
101;71262
101;142194
101;142197
101;89947
101;30850
101;142224
101;71352
101;71363
101;31111
101;31152
101;142343
101;31161
101;142347
101;4440
101;142374
101;1014
101;71429
101;142387
101;142415
101;71456
101;142435
101;87941
101;71477
101;31400
101;142459
101;142463
101;142504
101;71514
101;142523
101;142539
101;5266
101;142553
101;142574
101;71569
101;71575
101;142605
101;142608
101;142626
101;43916
101;71588
101;142632
101;142641
101;31650
101;142647
101;142674
101;142676
101;31728
101;142704
101;142720
101;142751
101;142753
101;142764
101;142770
101;71668
101;142776
101;31951
101;142807
101;142811
101;71699
101;142832
101;71707
101;142835
101;4529
101;32084
101;4532
101;142885
101;142908
101;142911
101;75729
101;32191
101;142986
101;71794
101;142994
101;142997
101;71801
101;143008
101;143011
101;62451
101;71824
101;91047
101;143032
101;143045
101;143054
101;32481
101;143057
101;71848
101;143061
101;71851
101;143084
101;32578
101;71865
101;143133
101;32633
101;32643
101;44199
101;91216
101;62651
101;143198
101;32794
101;4621
101;109154
101;143235
101;143240
101;62695
101;143256
101;143272
101;143294
101;71982
101;128880
101;143332
101;109347
101;143351
101;33306
101;143371
101;143372
101;143373
101;33312
101;72035
101;143382
101;91460
101;143387
101;91465
101;143395
101;143402
101;143423
101;1038
101;72061
101;143434
62;148199
62;144476
62;148202
62;148204
62;148205
62;148207
62;148215
62;148225
62;148229
62;148230
62;148236
64;69
64;73
64;79
64;75831
64;148253
64;75858
64;148254
64;148255
64;124
65;63089
65;148270
65;148271
65;103773
65;148279
65;148283
69;80
73;12820
73;148351
73;88439
73;148359
73;148253
73;148363
73;129311
73;75836
73;148373
79;1658
79;149309
79;149320
79;149330
79;3390
79;149332
79;146832
79;149347
79;149356
80;149371
80;144326
80;75919
80;149392
80;1233
80;149399
80;146247
80;149403
80;149409
80;29395
80;31910
108;1162
108;2211
108;149462
108;149471
108;149476
108;149477
108;145377
108;79837
108;129013
108;149491
108;149492
108;54405
108;149494
108;22665
108;57163
108;149507
108;149508
108;147579
108;60557
108;147665
108;4332
108;43478
108;148581
108;149514
111;148314
111;696
111;149546
111;149549
111;75751
111;70814
111;149559
111;148581
114;149588
114;149589
114;149592
114;149600
114;75913
114;149601
120;76116
120;149588
120;149960
120;149522
120;146953
120;91549
120;149356
120;75913
121;149983
121;19130
121;149751
124;76033
124;150145
124;12820
124;15834
124;16219
124;135011
124;150152
124;150156
124;40239
124;75858
124;150164
124;84649
124;146832
124;139055
124;75836
124;150177
124;76105
127;150209
127;150210
127;672
127;37929
127;150214
127;774
127;790
127;99808
127;150236
134;150329
134;680
134;150335
139;2164
139;150384
139;150385
139;150388
139;94367
139;150389
139;12900
139;67085
139;82428
139;21027
139;84317
139;150417
139;150420
139;1328
139;150430
146;16219
146;790
146;150525
146;1897
146;148373
149;150550
158;19106
158;150630
158;148048
166;33581
166;150639
166;150808
166;144382
166;47841
166;150811
166;150812
166;150816
166;38375
166;150817
166;149844
166;35069
166;149549
166;150821
166;383
166;149020
166;150824
166;150825
166;115700
166;150826
166;150828
166;150830
166;150836
166;150837
166;150641
166;150841
166;150842
166;86134
166;150844
166;150849
166;150851
166;147558
166;150852
166;150854
166;147983
166;90846
166;148048
191;12291
191;97444
191;117699
191;29492
192;551
192;150887
168;1965
168;63055
168;44499
168;150907
168;148806
168;1162
168;63348
168;150908
168;610
168;73269
168;46010
168;63743
168;63747
168;150911
168;93274
168;93468
168;150913
168;64128
168;2495
168;74961
168;652
168;123878
168;2563
168;150924
168;148897
168;76370
168;1173
168;12341
168;150934
168;150937
168;150938
168;124346
168;88535
168;65573
168;38470
168;65707
168;38592
168;2975
168;88539
168;150955
168;150956
168;16483
168;66451
168;17199
168;80091
168;149001
168;129120
168;149020
168;67107
168;19353
168;3359
168;81924
168;834
168;150983
168;3439
168;149070
168;150986
168;3480
168;68188
168;150994
168;68524
168;150999
168;151004
168;149138
168;151011
168;151012
168;85427
168;151018
168;69217
168;940
168;151022
168;69522
168;86624
168;151024
168;151026
168;151029
168;151030
168;27980
168;151043
168;107236
168;70979
168;71080
168;151055
168;151056
168;71254
168;71589
168;31632
168;5284
168;151067
168;71883
168;72060
169;5361
169;1653
169;1965
169;585
169;1658
169;587
169;91594
169;2151
169;5412
169;258
169;151072
169;72230
169;151073
169;1966
169;63199
169;148816
169;63348
169;63387
169;1937
169;6655
169;610
169;63463
169;33593
169;1671
169;2262
169;143974
169;63716
169;36790
169;2345
169;36969
169;151123
169;8573
169;63951
169;74135
169;74144
169;151131
169;151133
169;151134
169;64166
169;64187
169;47189
169;94120
169;64286
169;9814
169;2495
169;64354
169;64372
169;151147
169;151151
169;10123
169;296
169;10196
169;10260
169;10305
169;151158
169;151159
169;2563
169;151168
169;10768
169;64689
169;10840
169;10902
169;151176
169;4837
169;48256
169;48274
169;64850
169;2642
169;64887
169;11470
169;11485
169;4849
169;64934
169;76669
169;64947
169;11711
169;37906
169;11744
169;48788
169;325
169;65103
169;77012
169;151203
169;77133
169;12341
169;151205
169;151208
169;77297
169;151211
169;2757
169;151212
169;2767
169;13369
169;2821
169;65600
169;65602
169;151222
169;13731
169;77870
169;1992
169;151228
169;2863
169;151231
169;65716
169;78174
169;14152
169;65764
169;133807
169;14301
169;65769
169;133846
169;65802
169;14428
169;151244
169;14642
169;14649
169;14691
169;747
169;66022
169;88539
169;66126
169;1230
169;3003
169;151263
169;16219
169;79236
169;51388
169;66436
169;151273
169;66576
169;151280
169;98680
169;66661
169;17412
169;52045
169;1482
169;151295
169;1486
169;151298
169;80317
169;4981
169;18122
169;18142
169;796
169;18174
169;151303
169;151304
169;3222
169;151307
169;52465
169;99397
169;151311
169;125384
169;67034
169;67044
169;151317
169;52731
169;67076
169;67078
169;3250
169;67085
169;67107
169;143481
169;67116
169;18798
169;53099
169;151325
169;19063
169;19130
169;19211
169;53209
169;1798
169;53216
169;1504
169;136309
169;19533
169;81421
169;151334
169;151335
169;19628
169;3341
169;151337
169;3359
169;34065
169;20009
169;81849
169;20265
169;53792
169;82120
169;40421
169;34097
169;20666
169;20715
169;3440
169;137121
169;137186
169;21075
169;423
169;68007
169;82890
169;21405
169;21411
169;40742
169;21418
169;40750
169;3510
169;5072
169;21625
169;151382
169;83200
169;21755
169;116652
169;102036
169;68188
169;3558
169;151391
169;22060
169;55548
169;68354
169;84023
169;22594
169;151408
169;68524
169;56301
169;56342
169;3676
169;68676
169;68742
169;23228
169;151423
169;3711
169;68814
169;68846
169;68848
169;151428
169;3727
169;103450
169;151431
169;68945
169;103528
169;68949
169;68962
169;151435
169;23890
169;151437
169;2028
169;151439
169;69042
169;69047
169;69092
169;151443
169;69122
169;85374
169;146832
169;151449
169;151450
169;151018
169;85476
169;69233
169;139034
169;5140
169;151453
169;69436
169;151464
169;69518
169;151465
169;69526
169;3905
169;25845
169;5162
169;69741
169;151474
169;26309
169;35617
169;151480
169;26503
169;26584
169;151486
169;151492
169;151498
169;27487
169;106081
169;4130
169;70342
169;485
169;28317
169;5216
169;88698
169;151521
169;70714
169;149229
169;60408
169;496
169;29888
169;70943
169;1897
169;30010
169;147674
169;4338
169;30178
169;121043
169;151556
169;107709
169;89795
169;151563
169;1295
169;71262
169;151575
169;71370
169;31110
169;61667
169;31161
169;4440
169;71429
169;108247
169;4477
169;5266
169;151584
169;71610
169;31724
169;5276
169;151589
169;32107
169;151595
169;71794
169;71824
169;91047
169;151602
169;32643
169;62651
169;32795
169;151614
169;151615
169;151616
169;143373
169;91460
169;33341
171;179
171;2563
171;64850
171;680
171;112377
171;78693
171;151644
171;15541
171;1230
171;88414
171;205
171;87931
171;148522
171;220
171;151651
171;957
171;71477
171;151664
172;2139
172;151666
172;73280
172;151675
172;151679
172;151688
172;151706
172;151715
172;151735
172;145694
172;80364
172;151751
172;68487
172;151771
172;151785
172;70156
172;27785
172;151798
172;87908
172;88910
172;89844
172;32677
172;62850
178;152012
179;5320
179;2495
179;152039
179;152045
179;152048
179;151644
179;152059
179;152062
179;152065
179;152066
179;931
179;152069
179;152070
179;152081
179;152082
179;152083
179;152084
196;49075
196;135302
201;1653
201;160085
201;63089
201;160088
201;148815
201;6337
201;608
201;160092
201;160094
201;36578
201;7500
201;63743
201;160103
201;123555
201;2495
201;64411
201;666
201;671
201;672
201;160118
201;11144
201;64780
201;88481
201;88526
201;680
201;682
201;1421
201;325
201;88482
201;88530
201;696
201;88437
201;160126
201;160131
201;2863
201;78213
201;14421
201;749
201;774
201;79821
201;776
201;1482
201;66941
201;99419
201;67044
201;160146
201;53010
201;88553
201;3359
201;87931
201;76075
201;836
201;847
201;82472
201;423
201;866
201;160162
201;160163
201;874
201;160054
201;84128
201;160167
201;88495
201;160171
201;894
201;160172
201;150868
201;160175
201;233
201;3815
201;237
201;58166
201;160180
201;961
201;86974
201;160186
201;160188
201;148577
201;160189
201;160190
201;160191
201;76105
201;4440
201;71477
201;160204
201;88579
201;148587
205;72549
205;161375
205;72996
205;152220
205;150859
205;161380
205;161382
205;160502
205;76851
205;161391
205;76056
205;161396
205;151644
205;161404
205;161412
205;87931
205;161414
205;82480
205;220
205;161417
205;54792
205;40790
205;161422
205;151651
205;161427
205;161429
205;931
205;161436
205;161439
205;27785
205;27840
205;87470
205;161446
205;161447
205;88845
205;30848
205;161456
220;5397
220;160502
220;161858
220;161859
220;228
228;151853
228;161964
228;161968
228;88425
228;75248
228;161971
228;161972
228;161974
228;37802
228;12675
228;96596
228;161981
228;161982
228;161985
228;161988
228;100542
228;5049
228;161996
228;83784
228;161998
228;151629
228;151944
228;162004
228;162008
233;44514
233;148806
233;160249
233;148416
233;148815
233;63308
233;604
233;6745
233;160276
233;4747
233;92618
233;613
233;160329
233;161512
233;160407
233;4811
233;160419
233;162089
233;669
233;672
233;88481
233;680
233;683
233;160502
233;88438
233;721
233;14421
233;50192
233;88484
233;162092
233;88414
233;51307
233;152147
233;4700
233;776
233;80189
233;3222
233;67085
233;160758
233;162101
233;3341
233;88417
233;76075
233;101042
233;847
233;148521
233;423
233;866
233;869
233;874
233;68188
233;162110
233;160054
233;151651
233;162111
233;160172
233;162115
233;162116
233;905
233;58166
233;162120
233;127630
233;127841
233;127873
233;148573
233;29272
233;148577
233;120975
233;162125
233;148588
233;32107
233;162128
233;161356
236;162191
236;1563
236;162193
236;162196
236;1339
237;1342
237;1347
237;1351
237;1354
237;162219
237;63743
237;1366
237;162222
237;161513
237;162229
237;162232
237;162233
237;162235
237;162241
237;1408
237;162245
237;672
237;11470
237;162252
237;162254
237;162255
237;1447
237;161536
237;2863
237;65802
237;162267
237;162270
237;1469
237;162274
237;66950
237;18160
237;3222
237;67044
237;1493
237;1494
237;1505
237;100190
237;87931
237;162309
237;1519
237;162312
237;1524
237;1530
237;1537
237;162323
237;1540
237;3510
237;88494
237;68188
237;22482
237;126781
237;162340
237;162343
237;162347
237;162348
237;1567
237;1570
237;1575
237;161146
237;127630
237;106640
237;1599
237;1604
237;4440
237;162397
237;1621
237;162409
237;72060
245;162459
245;45606
245;7259
245;162464
245;162466
245;11336
245;11957
245;14130
245;162481
245;17996
245;53173
245;162484
245;162485
245;54467
245;162490
245;162494
245;105115
245;70575
245;88610
245;60530
245;31474
245;71600
255;1965
255;91594
255;160085
255;5475
255;167210
255;167211
255;63199
255;45023
255;72807
255;6655
255;2266
255;63835
255;2345
255;63957
255;167234
255;167242
255;1977
255;163337
255;2495
255;167250
255;34858
255;2563
255;167259
255;48274
255;167264
255;163587
255;161732
255;13722
255;734
255;35069
255;15655
255;75654
255;4944
255;167304
255;164511
255;80532
255;3234
255;3267
